cluster,neuron,feature,category,category_fine,iou,feature_length,w_entail,w_neutral,w_contra
4,0,((((hyp:tok:alone OR hyp:tok:sleeping) OR hyp:tok:cat) OR hyp:tok:drives) OR hyp:tok:asleep),((((hyp OR hyp) OR hyp) OR hyp) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.13186813186813187,5,-0.026803894,-0.017842982,0.02657936
4,6,((((hyp:tok:tall OR pre:tok:cherry) OR hyp:tok:professional) OR pre:tok:few) OR pre:tok:blocks),((((hyp OR pre) OR hyp) OR pre) OR pre),((((hyp:tok OR pre:tok) OR hyp:tok) OR pre:tok) OR pre:tok),0.10582010582010581,5,-0.06330322,0.022027269,0.009290368
4,8,((((hyp:tok:favorite OR hyp:tok:tall) OR hyp:tok:parade) OR hyp:tok:purchase) OR hyp:tok:owner),((((hyp OR hyp) OR hyp) OR hyp) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.12804878048780488,5,-0.015419302,0.023419263,0.00020886032
4,15,((((hyp:tok:sitting AND pre:tok:walking) OR hyp:tok:bib) AND (NOT oth:overlap:overlap50)) AND (NOT pre:tok:shirt)),((((hyp AND pre) OR hyp) AND (NOT oth)) AND (NOT pre)),((((hyp:tok AND pre:tok) OR hyp:tok) AND (NOT oth:overlap)) AND (NOT pre:tok)),0.20454545454545456,7,-0.083393574,-0.05854521,0.086006
4,16,((((hyp:tok:for OR hyp:tok:he) OR hyp:tok:win) AND (NOT pre:tok:people)) OR hyp:tok:something),((((hyp OR hyp) OR hyp) AND (NOT pre)) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) AND (NOT pre:tok)) OR hyp:tok),0.08147174770039421,6,0.021715952,0.010245283,-0.042337667
4,70,((((NOT pre:tok:water) AND (hyp:tok:summer OR hyp:tok:swimming)) OR hyp:tok:empty) AND (NOT pre:tok:street)),((((NOT pre) AND (hyp OR hyp)) OR hyp) AND (NOT pre)),((((NOT pre:tok) AND (hyp:tok OR hyp:tok)) OR hyp:tok) AND (NOT pre:tok)),0.21333333333333335,7,-0.09529671,-0.019174349,0.051407162
4,71,((((hyp:tok:inside OR hyp:tok:sleeping) OR hyp:tok:naked) OR hyp:tok:anything) OR hyp:tok:cat),((((hyp OR hyp) OR hyp) OR hyp) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.09900990099009901,5,0.0054669827,-0.04855686,0.022421855
4,89,((((pre:tok:sitting AND pre:tok:wearing) OR hyp:tok:tall) AND (NOT oth:overlap:overlap25)) OR hyp:tok:vacation),((((pre AND pre) OR hyp) AND (NOT oth)) OR hyp),((((pre:tok AND pre:tok) OR hyp:tok) AND (NOT oth:overlap)) OR hyp:tok),0.09090909090909091,6,-0.05423548,0.0146743525,0.02409809
4,98,((((NOT pre:tok:with) AND (hyp:tok:duck OR hyp:tok:swimming)) AND (NOT pre:tok:pool)) AND (NOT hyp:tok:to)),((((NOT pre) AND (hyp OR hyp)) AND (NOT pre)) AND (NOT hyp)),((((NOT pre:tok) AND (hyp:tok OR hyp:tok)) AND (NOT pre:tok)) AND (NOT hyp:tok)),0.18947368421052632,8,-0.099489525,-0.034887858,0.06074927
4,99,((((pre:tok:helmet AND pre:tok:white) OR hyp:tok:pitcher) OR hyp:tok:tiles) OR pre:tok:tea),((((pre AND pre) OR hyp) OR hyp) OR pre),((((pre:tok AND pre:tok) OR hyp:tok) OR hyp:tok) OR pre:tok),0.10810810810810811,5,0.04324872,-0.028938415,-0.02054224
4,128,((((hyp:tok:nobody OR hyp:tok:sleeping) OR hyp:tok:alone) OR hyp:tok:naked) OR hyp:tok:asleep),((((hyp OR hyp) OR hyp) OR hyp) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.16786570743405277,5,-0.03504766,0.0011632245,0.03370134
4,133,((((hyp:tok:inside AND pre:tok:on) OR hyp:tok:bedroom) OR hyp:tok:pets) AND (NOT pre:tok:little)),((((hyp AND pre) OR hyp) OR hyp) AND (NOT pre)),((((hyp:tok AND pre:tok) OR hyp:tok) OR hyp:tok) AND (NOT pre:tok)),0.19642857142857142,6,-0.124654494,-0.023740085,0.0875474
4,134,((((NOT pre:tok:blue) AND (hyp:tok:blue OR hyp:tok:kick)) OR pre:tok:pipe) OR hyp:tok:theater),((((NOT pre) AND (hyp OR hyp)) OR pre) OR hyp),((((NOT pre:tok) AND (hyp:tok OR hyp:tok)) OR pre:tok) OR hyp:tok),0.11267605633802817,6,-0.055121925,0.009036401,0.037555236
