NOT pre:tok:group,2,3,0,0,1,1
NOT pre:tok:guitar,1,4,6,4,5,6
NOT pre:tok:guy,0,0,0,1,1,2
NOT pre:tok:hair,0,3,2,4,0,1
NOT pre:tok:haired,0,0,0,0,0,1
NOT pre:tok:hand,0,4,1,3,2,3
NOT pre:tok:hands,2,4,2,3,4,3
NOT pre:tok:hanging,0,0,1,0,0,0
NOT pre:tok:has,2,2,1,0,0,0
NOT pre:tok:hat,4,2,3,5,5,8
NOT pre:tok:have,0,0,0,0,1,0
NOT pre:tok:having,1,0,1,1,0,0
NOT pre:tok:he,0,2,0,0,1,0
NOT pre:tok:head,0,1,0,2,2,0
NOT pre:tok:helmet,0,0,3,3,1,4
NOT pre:tok:her,13,12,15,14,10,14
NOT pre:tok:him,3,6,2,1,2,5
NOT pre:tok:his,3,3,4,2,1,2
NOT pre:tok:holding,1,4,6,0,7,4
NOT pre:tok:holds,3,2,2,2,3,1
NOT pre:tok:horse,1,4,7,2,1,2
NOT pre:tok:ice,0,0,2,1,0,1
NOT pre:tok:inside,1,0,0,1,0,1
NOT pre:tok:instrument,0,0,0,0,1,0
NOT pre:tok:into,3,1,3,1,2,4
NOT pre:tok:it,2,0,4,2,4,2
NOT pre:tok:jacket,2,5,5,3,2,2
NOT pre:tok:jeans,3,1,2,6,1,5
NOT pre:tok:jump,0,0,0,0,0,1
NOT pre:tok:jumping,13,13,15,17,10,13
NOT pre:tok:jumps,2,0,3,4,2,2
NOT pre:tok:kids,1,0,1,0,2,0
NOT pre:tok:kitchen,4,4,4,6,2,2
NOT pre:tok:lady,4,5,6,1,8,4
NOT pre:tok:large,1,8,7,4,5,6
NOT pre:tok:lawn,1,0,0,0,0,0
NOT pre:tok:laying,0,0,0,0,1,0
NOT pre:tok:leaning,1,1,0,0,0,1
NOT pre:tok:left,0,0,0,0,1,0
NOT pre:tok:light,0,0,1,0,0,0
NOT pre:tok:line,2,1,0,0,1,1
NOT pre:tok:little,9,7,4,1,4,8
NOT pre:tok:long,0,3,3,0,2,1
NOT pre:tok:look,2,1,2,2,2,3
NOT pre:tok:looking,3,3,1,2,8,4
NOT pre:tok:looks,4,0,2,1,3,0
NOT pre:tok:male,2,1,2,4,1,1
NOT pre:tok:man,5,4,3,1,4,5
NOT pre:tok:many,0,1,0,0,0,0
NOT pre:tok:market,1,0,3,3,1,0
NOT pre:tok:men,11,11,7,4,9,11
NOT pre:tok:microphone,3,3,7,2,5,6
NOT pre:tok:middle,3,2,2,2,4,0
NOT pre:tok:motorcycle,0,1,0,1,1,0
NOT pre:tok:mountain,6,4,8,8,2,4
NOT pre:tok:mouth,2,2,1,3,1,3
NOT pre:tok:music,1,0,1,0,0,0
NOT pre:tok:near,2,2,3,4,1,2
NOT pre:tok:next,0,2,2,1,2,2
NOT pre:tok:not,0,0,1,0,0,0
NOT pre:tok:ocean,2,6,3,3,1,0
NOT pre:tok:off,2,1,2,2,1,0
NOT pre:tok:old,3,1,4,4,5,4
NOT pre:tok:older,2,4,6,1,5,1
NOT pre:tok:one,0,0,2,0,1,0
NOT pre:tok:open,0,0,1,0,0,0
NOT pre:tok:or,0,0,0,1,0,0
NOT pre:tok:orange,4,7,2,7,4,4
NOT pre:tok:other,0,1,0,0,0,2
NOT pre:tok:others,0,0,0,0,1,1
NOT pre:tok:out,1,0,2,1,2,0
NOT pre:tok:outdoor,1,0,1,0,0,0
NOT pre:tok:outside,11,7,5,11,4,6
NOT pre:tok:over,2,5,0,5,1,4
NOT pre:tok:painted,0,0,0,0,1,0
NOT pre:tok:painting,1,0,0,0,0,0
NOT pre:tok:pants,4,3,3,5,5,2
NOT pre:tok:paper,0,1,1,0,1,1
NOT pre:tok:park,11,13,8,20,14,13
NOT pre:tok:path,0,0,1,0,0,0
NOT pre:tok:people,3,4,3,6,6,9
NOT pre:tok:performing,9,4,5,8,5,8
NOT pre:tok:performs,0,1,2,0,0,1
NOT pre:tok:person,2,8,1,6,8,5
NOT pre:tok:phone,0,1,0,1,2,0
NOT pre:tok:picture,6,2,4,1,1,4
