unit,Cluster1,Cluster2,Cluster3,Cluster4
215,0.0,0.0,,
224,0.3333333333333333,,,
225,0.0,,,
226,0.2,,,
230,0.0,0.0,,
231,0.0,0.0,0.0,0.1111111111111111
232,0.1111111111111111,0.42857142857142855,0.0,0.0
234,0.0,0.0,0.0,0.0
238,0.0,0.1111111111111111,0.0,0.0
239,0.0,0.25,0.0,0.0
241,0.125,0.2,,
244,0.1111111111111111,0.125,,
245,0.0,,,
247,0.0,0.0,,
248,0.0,0.0,0.0,0.0
251,0.16666666666666666,0.0,,
253,0.1111111111111111,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0
257,0.25,0.1111111111111111,0.1111111111111111,0.1111111111111111
260,0.2,1.0,,
261,0.0,0.25,0.0,0.42857142857142855
262,0.0,0.0,0.0,0.1111111111111111
265,0.0,0.1111111111111111,0.1111111111111111,0.25
267,0.0,0.0,,
270,0.0,0.1111111111111111,0.1111111111111111,0.25
275,0.0,0.0,0.0,
280,0.0,0.42857142857142855,0.25,0.1111111111111111
283,0.0,0.1111111111111111,0.0,0.0
284,0.1111111111111111,0.25,0.1111111111111111,0.0
285,0.25,0.1111111111111111,,0.0
287,0.0,0.0,0.0,
288,0.0,0.0,0.1111111111111111,0.0
290,0.0,0.0,0.0,
292,0.0,0.0,0.0,0.0
293,0.1111111111111111,0.0,0.16666666666666666,
294,0.0,0.0,0.0,0.0
296,0.0,,0.0,
297,0.0,0.0,0.3333333333333333,
298,0.0,0.0,,
302,0.0,0.25,0.25,0.25
304,0.0,0.0,0.0,0.0
307,0.0,0.0,,
308,0.0,0.0,,
309,0.0,0.0,0.0,
312,0.1111111111111111,0.0,,
316,0.0,0.1111111111111111,0.0,0.6
320,0.0,0.1111111111111111,0.0,
324,0.0,,,
326,0.0,,,
328,0.1111111111111111,0.25,0.0,0.1111111111111111
332,0.1111111111111111,0.4,,
333,0.0,,,
336,0.0,0.1111111111111111,0.0,0.0
339,0.0,,,
341,0.0,0.0,,
346,0.0,0.1111111111111111,0.14285714285714285,
348,0.0,,,
349,0.0,0.0,,
359,0.0,0.14285714285714285,,
362,0.0,0.42857142857142855,0.1111111111111111,0.25
365,0.0,,,
367,0.1111111111111111,0.0,0.0,0.0
368,0.0,0.0,0.1111111111111111,0.125
369,0.0,0.0,,
371,,0.0,,
375,0.1111111111111111,0.25,0.1111111111111111,0.1111111111111111
376,0.0,0.0,,
377,0.0,0.1111111111111111,0.0,0.0
378,0.0,0.25,0.0,
380,0.25,0.1111111111111111,0.0,0.0
382,0.0,0.6666666666666666,0.25,0.42857142857142855
385,0.0,0.42857142857142855,0.0,0.0
386,0.1111111111111111,0.1111111111111111,0.0,0.0
387,0.16666666666666666,0.3333333333333333,,
389,0.0,0.0,0.0,
390,0.0,0.1111111111111111,0.25,0.25
391,0.0,0.0,0.16666666666666666,0.16666666666666666
392,0.0,0.0,0.0,0.0
395,0.0,0.0,0.0,
399,0.0,0.1111111111111111,0.0,0.0
400,0.0,0.1111111111111111,0.1111111111111111,0.0
403,0.1111111111111111,0.0,,
404,0.0,0.0,0.0,
407,0.0,,,
410,0.0,0.42857142857142855,0.25,0.1111111111111111
411,0.0,0.0,0.0,
412,0.0,0.1111111111111111,0.0,0.2
413,0.1111111111111111,0.6666666666666666,0.0,0.0
416,0.0,0.1111111111111111,0.25,0.1111111111111111
419,0.0,,,
420,0.0,0.0,,
423,0.1111111111111111,0.0,0.0,
424,0.0,0.0,0.0,
427,0.0,,,
429,0.0,0.0,0.0,0.0
431,0.2,0.0,,
434,0.0,0.0,,
435,0.1111111111111111,0.0,0.0,0.0
436,0.1111111111111111,0.0,0.0,0.1111111111111111
437,0.0,0.0,0.16666666666666666,
438,0.0,,,
445,0.0,0.0,0.0,
448,0.1111111111111111,0.1111111111111111,0.25,
450,0.0,0.0,0.0,
454,0.1111111111111111,0.0,0.0,0.0
457,0.0,0.0,0.1111111111111111,0.0
458,0.0,0.42857142857142855,0.0,0.0
460,0.2,,,
462,0.0,0.16666666666666666,,
463,0.0,0.0,0.0,0.0
466,0.0,0.42857142857142855,0.0,0.0
467,0.0,,,
470,0.0,0.0,,
473,0.0,0.25,0.42857142857142855,0.0
476,0.0,0.0,,
478,0.0,0.6666666666666666,0.0,
480,0.0,0.25,0.25,0.42857142857142855
483,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0
486,0.0,,,
487,0.0,0.0,0.0,0.0
491,0.0,0.0,0.0,0.0
495,0.0,0.0,0.0,0.0
497,0.0,0.25,0.1111111111111111,0.3333333333333333
498,0.0,0.0,0.14285714285714285,0.0
499,0.0,0.0,,
500,0.0,0.1111111111111111,0.1111111111111111,0.2
501,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111
502,0.0,0.0,0.0,0.0
506,0.0,0.0,0.0,0.0
507,0.0,0.0,,
510,0.0,0.0,0.0,
511,0.0,,,
512,0.1111111111111111,0.25,0.0,0.1111111111111111
514,0.0,0.0,0.0,0.25
515,0.0,0.0,0.0,0.0
516,0.1111111111111111,0.0,,
517,,0.0,,
522,0.25,0.1111111111111111,0.0,
523,0.1111111111111111,0.0,0.0,0.1111111111111111
524,0.25,0.25,0.0,0.0
525,0.0,0.125,,
527,0.0,0.1111111111111111,0.25,0.1111111111111111
528,0.1111111111111111,0.0,0.0,0.25
529,0.0,,,
533,0.1111111111111111,0.6666666666666666,0.42857142857142855,0.6666666666666666
534,0.0,0.0,0.0,
536,0.1111111111111111,0.42857142857142855,0.25,0.0
537,0.0,0.25,0.1111111111111111,0.1111111111111111
540,0.0,0.0,0.0,1.0
543,0.1111111111111111,0.0,,
549,0.1111111111111111,0.1111111111111111,0.0,0.25
553,0.0,0.42857142857142855,0.0,0.0
557,0.0,0.0,0.6666666666666666,0.6666666666666666
563,0.0,,,
565,0.0,0.0,0.0,
566,0.0,0.1111111111111111,0.0,0.0
568,0.0,,,
572,0.0,,0.0,
574,,0.0,,
575,0.0,0.0,0.0,0.0
577,0.0,0.0,0.0,0.0
578,0.1111111111111111,0.25,0.25,0.0
579,0.0,0.1111111111111111,,
582,0.0,,,
583,0.0,,,
584,0.1111111111111111,0.0,0.25,0.1111111111111111
588,0.0,0.0,0.0,
590,0.0,0.42857142857142855,0.0,
593,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111
598,0.0,0.0,,
599,0.0,,,
601,0.0,0.0,,
602,0.0,0.0,,
604,0.0,0.0,0.0,0.125
605,0.0,0.0,,
606,0.0,0.25,0.0,0.25
609,0.0,0.0,0.0,
614,0.0,0.0,0.0,
615,0.0,0.0,0.0,0.0
618,0.0,0.0,0.25,0.0
619,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666
620,0.0,0.25,0.25,0.25
623,0.0,0.1111111111111111,0.25,0.42857142857142855
631,0.0,0.0,,
636,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.125
640,0.0,0.1111111111111111,0.0,0.0
643,0.0,0.0,0.0,
647,0.0,0.2,,
652,0.0,0.0,0.0,
656,0.0,0.0,0.14285714285714285,
658,0.1111111111111111,0.16666666666666666,0.0,
662,0.1111111111111111,0.25,0.1111111111111111,0.1111111111111111
669,0.0,0.16666666666666666,,
672,0.0,0.1111111111111111,0.0,0.0
674,0.0,0.16666666666666666,,
675,0.0,0.14285714285714285,,
676,0.0,0.1111111111111111,0.25,0.0
679,0.0,0.0,0.0,
685,0.0,0.25,0.0,0.0
689,0.0,0.1111111111111111,0.25,0.125
691,0.0,0.0,0.0,0.1111111111111111
692,0.0,,,
695,0.0,,,
698,1.0,,,
699,0.1111111111111111,0.42857142857142855,0.1111111111111111,0.0
700,0.0,0.0,,0.16666666666666666
703,0.0,0.1111111111111111,0.0,0.125
705,0.0,0.0,0.0,
710,0.0,0.0,,
715,0.0,0.1111111111111111,0.0,
716,0.0,0.16666666666666666,0.16666666666666666,
719,0.0,0.0,,
723,0.4,0.0,,
725,0.1111111111111111,0.0,0.0,0.0
729,0.1111111111111111,0.0,0.0,0.0
732,0.0,0.0,0.0,
733,0.0,0.1111111111111111,0.14285714285714285,
738,0.1111111111111111,0.25,0.1111111111111111,0.0
741,0.0,0.0,0.1111111111111111,0.25
742,0.0,0.0,0.25,0.5
743,0.0,0.0,0.1111111111111111,0.0
744,0.1111111111111111,0.42857142857142855,0.1111111111111111,0.1111111111111111
745,0.0,0.0,,
750,0.0,0.0,,
752,0.0,0.0,0.1111111111111111,
763,0.0,,,
765,0.1111111111111111,0.0,0.25,0.1111111111111111
771,0.1111111111111111,0.0,0.0,
773,0.0,0.25,0.1111111111111111,0.1111111111111111
775,0.0,0.1111111111111111,0.25,1.0
776,0.0,0.0,,
778,0.0,,,
782,0.1111111111111111,0.42857142857142855,0.42857142857142855,0.6666666666666666
787,0.0,0.6666666666666666,0.1111111111111111,0.1111111111111111
790,0.0,,,
791,0.0,,,
792,,,0.0,
793,0.0,0.1111111111111111,0.0,0.0
794,0.3333333333333333,,,
795,,0.0,,
796,0.0,0.1111111111111111,0.0,0.25
798,0.0,0.42857142857142855,0.42857142857142855,0.1111111111111111
800,0.0,0.0,,
802,0.0,,,
805,0.1111111111111111,0.0,0.0,
813,0.0,0.1111111111111111,0.0,0.1111111111111111
816,0.0,,,
820,0.0,,,
821,0.25,0.0,0.0,0.0
833,0.0,0.0,0.42857142857142855,0.42857142857142855
837,0.0,0.0,,
840,0.0,,,
842,0.0,0.0,0.0,
847,0.16666666666666666,0.0,,
849,0.0,0.0,,
850,0.0,0.0,0.0,0.42857142857142855
854,0.0,0.0,0.0,
858,0.0,0.25,0.1111111111111111,0.1111111111111111
859,0.0,0.25,0.0,0.42857142857142855
861,0.0,0.0,,
864,0.0,0.42857142857142855,0.1111111111111111,0.0
865,0.1111111111111111,0.0,0.0,0.25
870,0.1111111111111111,0.0,0.0,0.0
873,,0.0,,
874,0.0,0.0,0.0,
875,0.0,0.0,,
882,0.0,0.0,0.25,1.0
885,0.0,0.0,0.0,0.16666666666666666
886,0.0,0.0,0.0,0.0
892,0.0,0.0,,
895,0.0,0.0,,
905,0.0,0.0,0.0,0.0
907,0.0,0.0,,
908,0.0,0.1111111111111111,0.0,0.0
913,0.0,0.0,0.0,0.3333333333333333
917,0.0,0.1111111111111111,0.1111111111111111,
919,0.0,0.1111111111111111,,
922,0.0,0.0,0.0,
924,0.0,0.25,0.25,0.14285714285714285
925,0.0,0.16666666666666666,,
926,0.0,0.16666666666666666,,
932,0.0,0.0,0.42857142857142855,0.6666666666666666
934,0.0,0.1111111111111111,0.14285714285714285,
935,0.0,,,
936,0.1111111111111111,0.1111111111111111,0.0,
939,0.0,0.1111111111111111,0.1111111111111111,0.0
941,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.25
943,0.0,0.0,,
945,0.0,0.0,,
947,0.0,,,
949,0.0,0.0,0.0,
957,0.0,0.125,0.1111111111111111,
959,0.0,0.0,0.0,0.0
960,0.2,,,
961,0.0,,,
962,1.0,,,
963,0.1111111111111111,0.25,0.1111111111111111,0.1111111111111111
970,0.0,0.25,0.25,0.25
972,0.0,0.0,,
977,0.1111111111111111,0.25,0.0,0.1111111111111111
979,0.0,0.0,0.0,
980,0.1111111111111111,0.1111111111111111,0.25,0.25
982,0.1111111111111111,0.42857142857142855,0.42857142857142855,0.42857142857142855
983,0.0,0.0,0.0,0.42857142857142855
986,0.1111111111111111,0.0,0.125,0.25
990,0.0,0.6666666666666666,0.1111111111111111,0.1111111111111111
998,0.0,0.0,1.0,
999,0.0,,,
1000,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111
1007,0.0,0.0,0.25,0.0
1008,0.0,0.0,,
1020,0.0,0.1111111111111111,0.25,0.25
1021,0.0,0.42857142857142855,0.42857142857142855,0.25
1023,0.0,0.42857142857142855,0.6666666666666666,0.25
