unit,Cluster1,Cluster2,Cluster3,Cluster4
6,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.25
8,0.1111111111111111,0.1111111111111111,0.25,0.0
12,0.0,,,
15,0.0,0.1111111111111111,0.25,0.1111111111111111
16,0.1111111111111111,0.42857142857142855,0.1111111111111111,0.25
17,0.0,0.0,0.0,
19,0.0,0.1111111111111111,0.0,0.0
21,0.0,0.0,,
22,0.0,0.0,0.1111111111111111,0.0
28,0.1111111111111111,0.1111111111111111,0.1111111111111111,
31,0.0,0.16666666666666666,,
35,0.0,,,
37,0.0,0.0,0.0,
38,0.0,,,
39,0.0,0.14285714285714285,0.0,
40,0.0,0.0,,
41,0.0,0.0,0.0,
45,0.1111111111111111,0.0,0.0,
50,0.0,,,
52,0.0,0.0,0.0,
59,0.1111111111111111,0.4,,
61,0.0,0.1111111111111111,0.3333333333333333,
63,0.0,0.0,,
65,0.0,0.0,0.1111111111111111,0.16666666666666666
67,0.0,0.16666666666666666,0.25,
70,0.0,0.25,0.42857142857142855,0.1111111111111111
71,0.0,0.0,0.25,0.1111111111111111
72,0.16666666666666666,,,
76,0.0,0.0,,
77,0.0,0.0,0.25,
83,0.0,0.0,0.0,
84,0.0,,,
85,1.0,0.25,,
86,,0.0,,
87,0.0,0.0,0.0,
89,0.0,0.1111111111111111,0.0,0.25
91,0.0,,,
92,0.14285714285714285,,,
98,0.1111111111111111,0.42857142857142855,0.25,0.0
99,0.1111111111111111,0.1111111111111111,0.0,0.0
106,0.25,0.0,0.0,
109,0.0,,,
113,0.0,0.0,,
128,0.0,0.1111111111111111,0.25,0.42857142857142855
129,0.1111111111111111,0.25,0.1111111111111111,0.0
132,0.0,0.0,,
133,0.1111111111111111,0.6666666666666666,0.0,0.1111111111111111
134,0.0,0.25,0.0,0.25
136,0.0,0.0,,
137,0.0,0.0,,
139,0.0,0.0,0.0,0.0
140,0.0,0.0,0.16666666666666666,0.0
142,,0.0,,
150,0.0,0.0,,
151,0.1111111111111111,0.42857142857142855,0.0,
153,0.0,,,
156,0.1111111111111111,0.0,,
157,0.1111111111111111,0.42857142857142855,0.0,0.1111111111111111
163,0.0,,,1.0
165,0.0,,,
170,0.2,0.0,0.3333333333333333,
171,0.0,0.0,,
173,0.0,0.0,0.25,0.25
176,0.0,0.0,,
179,0.0,0.0,,
181,0.0,0.0,0.5,
183,0.0,0.0,,
185,0.0,0.0,,
191,0.0,0.0,,
192,0.16666666666666666,0.0,,
197,0.0,0.0,0.0,1.0
198,0.0,0.0,,
203,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111
204,0.1111111111111111,0.25,0.1111111111111111,0.3333333333333333
209,0.0,0.0,,
213,0.1111111111111111,0.25,0.1111111111111111,0.0
214,0.0,,,
