unit,Cluster1,Cluster2,Cluster3,Cluster4
934,0.1111111111111111,0.0,0.0,
935,0.0,,,
936,0.1111111111111111,0.1111111111111111,0.0,
939,0.1111111111111111,0.25,0.25,0.0
941,0.25,0.25,0.1111111111111111,0.0
943,0.0,,,
945,,0.0,,
947,0.0,,,
949,0.0,1.0,,
957,0.0,0.0,0.0,
959,0.1111111111111111,0.1111111111111111,0.25,0.0
960,0.0,,,
962,0.0,,,
963,0.0,0.1111111111111111,0.1111111111111111,0.25
970,0.1111111111111111,0.6666666666666666,0.25,0.1111111111111111
972,0.1111111111111111,0.1111111111111111,,
977,0.25,0.6666666666666666,0.25,0.0
979,0.0,0.1111111111111111,0.0,
980,0.1111111111111111,0.1111111111111111,0.25,0.1111111111111111
982,0.0,0.25,0.6666666666666666,0.42857142857142855
983,0.0,0.0,0.0,0.0
986,0.25,0.42857142857142855,0.125,0.3333333333333333
990,0.1111111111111111,0.42857142857142855,0.25,0.42857142857142855
998,0.0,0.1111111111111111,0.2,
999,0.0,,,
1000,0.0,0.0,0.25,0.1111111111111111
1007,0.0,0.25,0.25,0.2857142857142857
1008,0.0,0.0,,
1020,0.1111111111111111,0.42857142857142855,0.42857142857142855,0.1111111111111111
1021,0.0,0.25,0.42857142857142855,0.1111111111111111
1023,0.1111111111111111,0.42857142857142855,0.25,0.1111111111111111
