unit,Cluster1,Cluster2,Cluster3,Cluster4
359,0.0,0.0,,
362,0.1111111111111111,0.42857142857142855,0.42857142857142855,0.1111111111111111
365,0.0,,,
367,0.1111111111111111,0.0,0.0,0.0
368,0.0,0.0,0.0,0.0
369,0.0,0.2,,
375,0.1111111111111111,0.42857142857142855,0.42857142857142855,0.42857142857142855
376,0.14285714285714285,0.0,,
377,0.0,0.1111111111111111,0.1111111111111111,0.0
378,0.0,0.25,0.0,
380,0.0,0.1111111111111111,0.0,0.0
382,0.0,0.6666666666666666,0.42857142857142855,0.42857142857142855
385,0.1111111111111111,0.42857142857142855,0.1111111111111111,0.0
386,0.1111111111111111,0.25,0.0,0.0
387,0.0,0.14285714285714285,,
389,0.125,0.0,0.0,
390,0.0,0.25,0.6666666666666666,0.25
391,0.0,0.0,0.0,0.3333333333333333
392,0.0,0.25,0.0,0.0
395,0.125,0.0,0.0,
399,0.25,0.0,0.0,
400,0.0,0.1111111111111111,0.0,0.0
403,0.1111111111111111,0.0,,
404,0.0,0.1111111111111111,0.0,
410,0.1111111111111111,0.1111111111111111,0.25,0.1111111111111111
411,0.0,0.0,0.0,
412,0.1111111111111111,0.125,0.0,0.2
413,0.0,0.1111111111111111,0.0,0.1111111111111111
416,0.0,0.25,0.1111111111111111,0.1111111111111111
420,0.0,0.14285714285714285,,
423,0.0,0.3333333333333333,1.0,
424,0.0,0.0,0.0,
427,0.0,,,
429,0.0,0.0,0.0,0.0
431,0.0,,,
434,0.0,,,
435,0.0,0.0,0.0,0.0
436,0.0,0.1111111111111111,0.0,0.1111111111111111
437,0.0,0.0,0.0,
445,0.0,0.0,1.0,
448,0.25,0.25,0.25,
450,0.0,0.0,,
454,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0
457,0.1111111111111111,0.25,0.1111111111111111,0.1111111111111111
458,0.0,0.6666666666666666,0.25,0.16666666666666666
460,0.0,,,
462,0.0,0.16666666666666666,,
463,0.0,0.0,0.0,0.0
466,0.0,0.25,0.0,0.0
470,0.25,0.0,,
473,0.25,0.42857142857142855,0.25,0.1111111111111111
476,0.0,1.0,,
478,0.25,0.25,1.0,
480,0.0,0.1111111111111111,0.25,0.1111111111111111
483,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111
486,0.0,,,
487,0.0,0.0,0.0,0.16666666666666666
491,0.0,0.0,0.25,0.0
495,0.1111111111111111,0.0,0.0,1.0
497,0.0,0.25,0.1111111111111111,0.1111111111111111
498,0.0,0.0,0.14285714285714285,0.0
499,0.0,0.1111111111111111,,
500,0.0,0.1111111111111111,0.0,1.0
501,0.1111111111111111,0.25,0.0,0.0
502,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111
506,0.0,0.0,0.0,
507,0.25,0.0,,
510,0.1111111111111111,0.0,0.0,
511,0.0,,,
512,0.0,0.1111111111111111,0.0,0.0
514,0.0,0.1111111111111111,0.1111111111111111,0.0
515,0.1111111111111111,0.0,0.0,0.0
516,0.0,0.0,,
517,,0.0,,
522,0.0,0.16666666666666666,,
523,0.0,0.6666666666666666,0.0,0.0
524,0.0,0.25,0.0,0.0
525,0.0,0.0,,
527,0.0,0.1111111111111111,0.25,0.25
528,0.0,0.0,0.0,0.1111111111111111
529,0.2857142857142857,,,
533,0.1111111111111111,0.6666666666666666,0.25,0.25
534,0.1111111111111111,0.25,0.0,
536,0.1111111111111111,0.25,0.1111111111111111,0.0
537,0.1111111111111111,0.25,0.25,0.1111111111111111
540,0.0,0.1111111111111111,0.125,0.0
543,0.0,0.16666666666666666,,
549,0.0,0.1111111111111111,0.0,0.25
553,0.25,0.25,0.0,0.125
557,0.0,0.0,0.42857142857142855,0.42857142857142855
563,1.0,,,
565,0.1111111111111111,0.0,0.0,
566,0.0,0.1111111111111111,0.0,0.3333333333333333
572,0.0,0.0,0.0,
574,,1.0,,
575,0.1111111111111111,0.42857142857142855,0.0,0.1111111111111111
577,0.0,0.25,0.1111111111111111,0.1111111111111111
578,0.0,0.25,0.1111111111111111,0.1111111111111111
579,0.0,0.1111111111111111,,
582,0.0,,,
583,0.0,,,
584,0.25,0.1111111111111111,0.1111111111111111,0.1111111111111111
588,0.0,0.0,0.0,
590,0.0,0.0,0.0,
593,0.0,0.0,0.0,0.0
598,0.0,0.0,,
599,0.0,,,
601,0.0,0.0,,
602,0.16666666666666666,0.0,,
604,0.1111111111111111,0.0,0.1111111111111111,0.0
605,0.0,0.0,,
606,0.0,0.1111111111111111,0.0,0.42857142857142855
609,0.0,0.0,1.0,
614,0.1111111111111111,0.0,,
615,0.0,0.0,0.1111111111111111,0.0
618,0.0,0.0,0.0,1.0
619,0.0,0.25,0.25,0.25
620,0.25,0.25,0.0,0.42857142857142855
623,0.1111111111111111,0.25,0.25,0.6666666666666666
631,0.0,0.2,,
636,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0
640,0.0,0.0,,
643,0.0,0.42857142857142855,0.0,
647,0.0,0.16666666666666666,,
652,0.0,0.0,,
656,0.25,0.0,0.0,
658,0.25,0.0,0.0,
662,0.0,0.42857142857142855,0.25,0.1111111111111111
669,0.0,0.0,,
672,0.0,0.1111111111111111,0.0,0.0
674,0.25,,,
675,0.1111111111111111,0.0,,
676,0.0,0.1111111111111111,0.0,1.0
679,0.1111111111111111,0.0,1.0,
685,0.0,0.1111111111111111,0.0,0.0
689,0.0,0.25,0.42857142857142855,0.25
691,0.0,0.0,0.1111111111111111,0.0
692,0.0,,,
698,1.0,,,
699,0.1111111111111111,0.25,0.1111111111111111,0.4
700,0.0,0.16666666666666666,,
703,0.0,0.25,0.0,0.0
705,0.0,0.1111111111111111,1.0,
710,0.0,0.0,,
715,0.0,0.1111111111111111,0.0,
716,0.0,0.0,0.3333333333333333,
719,0.3333333333333333,0.14285714285714285,,
723,0.0,0.0,,
725,0.1111111111111111,0.1111111111111111,0.0,0.0
729,0.0,0.0,0.0,0.0
732,0.0,0.0,0.0,
733,0.0,0.25,0.0,
738,0.0,0.1111111111111111,0.25,0.0
741,0.0,0.125,0.1111111111111111,0.0
742,0.0,0.0,0.0,0.0
743,0.0,0.1111111111111111,0.1111111111111111,0.0
744,0.1111111111111111,0.1111111111111111,0.125,0.25
745,0.0,0.0,,
750,0.0,0.0,0.0,
752,0.0,0.0,0.125,
763,0.0,,,
765,0.0,0.0,0.1111111111111111,0.0
766,0.0,,,
771,0.0,0.0,0.0,
773,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
775,0.0,0.0,0.0,
776,0.1111111111111111,0.0,,
782,0.1111111111111111,0.25,0.1111111111111111,0.25
787,0.0,0.0,0.42857142857142855,0.42857142857142855
791,0.0,,,
793,0.1111111111111111,0.25,0.0,0.0
794,0.0,,,
795,,1.0,,
796,0.0,0.0,0.0,0.0
798,0.0,0.1111111111111111,0.25,0.1111111111111111
800,0.0,0.0,,
805,0.1111111111111111,0.0,0.16666666666666666,
813,0.1111111111111111,0.1111111111111111,0.0,0.0
820,0.0,,,
821,0.0,0.1111111111111111,0.0,0.1111111111111111
833,0.0,0.42857142857142855,0.42857142857142855,0.42857142857142855
837,0.0,1.0,,
840,0.0,,,
842,0.0,0.0,0.0,
847,0.0,0.0,,
849,0.0,0.0,,
850,0.0,0.25,0.25,0.42857142857142855
854,0.0,0.25,0.1111111111111111,
858,0.0,0.1111111111111111,0.25,0.1111111111111111
859,0.25,0.6666666666666666,0.0,0.1111111111111111
861,0.0,0.16666666666666666,,
864,0.1111111111111111,0.25,0.25,0.0
865,0.1111111111111111,0.0,0.0,0.0
870,0.0,0.0,0.0,0.1111111111111111
873,,1.0,,
874,0.1111111111111111,0.1111111111111111,0.0,
875,0.0,0.0,,
882,0.1111111111111111,0.16666666666666666,0.16666666666666666,
885,0.0,0.0,0.0,0.0
886,0.1111111111111111,0.0,1.0,0.0
892,0.2857142857142857,0.0,,
895,0.0,0.0,,
905,0.0,0.25,0.25,0.0
907,0.0,,,
908,0.1111111111111111,0.1111111111111111,0.0,0.3333333333333333
913,0.0,0.0,0.0,0.0
917,0.0,0.1111111111111111,0.0,
919,0.125,0.25,,
922,0.0,0.0,0.0,
924,0.0,0.1111111111111111,0.0,0.14285714285714285
925,0.0,0.16666666666666666,,
926,0.0,0.0,,
932,0.1111111111111111,0.25,0.25,0.25
934,0.0,0.25,0.25,
935,0.0,,,
936,0.0,0.0,0.0,
939,0.0,0.25,0.1111111111111111,0.0
941,0.1111111111111111,0.42857142857142855,0.1111111111111111,0.1111111111111111
943,1.0,,,
945,0.25,,,
947,0.0,,,
949,0.0,0.0,0.0,
957,0.42857142857142855,0.0,0.0,
959,0.14285714285714285,0.25,0.16666666666666666,
960,0.16666666666666666,,,
961,0.0,,,
962,0.0,,,
963,0.0,0.1111111111111111,0.25,0.1111111111111111
970,0.0,0.25,0.1111111111111111,0.42857142857142855
972,0.1111111111111111,0.0,,
977,0.25,0.42857142857142855,0.1111111111111111,0.25
979,0.0,0.0,0.25,
980,0.1111111111111111,0.25,0.25,0.25
982,0.1111111111111111,0.42857142857142855,0.6666666666666666,0.25
983,0.0,0.0,0.0,0.25
986,0.0,0.1111111111111111,0.0,0.3333333333333333
990,0.42857142857142855,0.6666666666666666,0.1111111111111111,0.0
998,0.0,0.25,0.25,
999,0.0,,,
1000,0.0,0.1111111111111111,0.1111111111111111,0.0
1007,0.0,0.1111111111111111,0.1111111111111111,0.0
1008,0.0,0.0,,
1020,0.0,0.25,0.42857142857142855,0.0
1021,0.0,0.25,0.42857142857142855,0.0
1023,0.1111111111111111,0.25,0.42857142857142855,0.1111111111111111
