unit,Cluster1,Cluster2,Cluster3,Cluster4
6,0.0,0.25,0.1111111111111111,0.25
8,0.25,0.25,0.25,0.1111111111111111
12,0.0,,,
15,0.0,0.1111111111111111,0.0,0.25
16,0.0,0.1111111111111111,0.42857142857142855,0.1111111111111111
17,0.0,0.0,0.0,
19,0.0,0.0,0.0,0.0
21,0.0,0.0,,
22,0.25,0.1111111111111111,0.0,0.0
28,0.25,0.1111111111111111,0.1111111111111111,
31,0.0,0.3333333333333333,,
37,0.0,0.1111111111111111,0.0,
38,0.0,,,
39,0.1111111111111111,0.3333333333333333,0.0,
40,0.0,0.16666666666666666,,
41,0.1111111111111111,0.0,,
45,0.0,0.0,0.0,0.3333333333333333
50,0.0,,,
52,0.0,0.0,0.0,
59,0.0,0.16666666666666666,,
61,0.0,0.1111111111111111,1.0,
63,0.0,,,
65,0.0,0.0,0.0,0.16666666666666666
67,0.0,0.0,0.2,
70,0.25,0.1111111111111111,0.42857142857142855,0.1111111111111111
71,0.1111111111111111,0.0,0.25,0.0
72,0.0,,,
76,0.1111111111111111,0.2,,
77,0.0,0.0,0.0,
83,0.0,0.1111111111111111,0.0,
84,1.0,,,
85,0.0,0.0,,
87,0.1111111111111111,0.0,0.0,
89,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0
91,0.0,,,
98,0.0,0.25,0.1111111111111111,0.0
99,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111
106,0.0,0.0,0.0,
109,0.0,,,
113,0.0,0.0,,
128,0.0,0.1111111111111111,0.25,0.42857142857142855
129,0.0,0.25,0.1111111111111111,0.25
132,0.125,0.0,,
133,0.0,0.25,0.25,0.1111111111111111
134,0.25,0.25,0.1111111111111111,0.25
136,0.0,0.0,,
137,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,
140,0.0,0.1111111111111111,0.0,0.0
150,0.0,0.0,,
151,0.0,0.0,0.0,
153,0.0,,,
156,0.0,,,
157,0.1111111111111111,0.25,0.0,0.0
163,0.0,,,
165,0.0,,,
170,0.0,0.0,0.25,
171,0.0,0.4,,
173,0.0,0.1111111111111111,0.0,0.1111111111111111
176,0.0,,,
179,0.0,0.0,,
181,0.1111111111111111,0.125,0.0,
183,0.0,0.0,,
185,0.0,0.0,,
191,0.0,0.0,,
192,0.25,0.3333333333333333,,
197,0.1111111111111111,0.0,0.0,0.16666666666666666
198,0.1111111111111111,0.0,,
203,0.0,0.25,0.25,0.0
204,0.0,0.0,0.1111111111111111,0.3333333333333333
209,0.0,0.0,,
213,0.0,0.1111111111111111,0.1111111111111111,0.0
215,0.0,1.0,,
224,0.0,,,
225,0.0,,,
226,1.0,,,
230,0.0,1.0,,
231,0.0,0.0,0.0,0.1111111111111111
232,0.0,0.1111111111111111,0.14285714285714285,0.0
234,0.0,0.0,0.0,0.0
238,0.0,0.0,0.0,0.0
239,0.0,0.1111111111111111,0.0,0.0
241,0.0,0.2857142857142857,,
244,0.1111111111111111,0.0,,
247,0.0,0.0,,
248,0.0,0.0,0.0,0.0
251,0.0,0.0,,
253,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,0.1111111111111111
257,0.25,0.25,0.1111111111111111,0.1111111111111111
260,0.0,0.0,,
261,0.0,0.42857142857142855,0.0,0.6666666666666666
262,0.0,0.0,0.0,0.1111111111111111
265,0.0,0.1111111111111111,0.42857142857142855,0.1111111111111111
267,0.0,0.0,,
270,0.1111111111111111,0.1111111111111111,0.0,0.25
275,0.1111111111111111,0.0,0.0,
280,0.0,0.42857142857142855,0.1111111111111111,0.1111111111111111
283,0.0,0.1111111111111111,0.0,0.0
284,0.25,0.6666666666666666,0.42857142857142855,0.1111111111111111
285,0.1111111111111111,0.0,,0.3333333333333333
287,0.0,0.2,0.0,
288,0.0,0.0,0.1111111111111111,0.1111111111111111
290,0.0,0.1111111111111111,0.125,
292,0.0,0.0,0.125,0.0
293,0.4,0.25,,
294,0.0,0.1111111111111111,0.0,0.0
296,0.0,,0.3333333333333333,
297,0.1111111111111111,0.0,0.0,
298,0.0,0.0,,
302,0.25,0.25,0.25,0.0
304,0.0,0.25,0.0,0.0
307,0.125,0.0,,
308,0.0,0.0,0.0,0.0
309,0.0,0.0,0.0,
312,0.1111111111111111,0.0,,
316,0.0,0.0,0.0,0.14285714285714285
320,0.0,0.1111111111111111,0.0,
324,0.0,,,
326,0.0,,,
328,0.25,0.42857142857142855,0.1111111111111111,0.0
332,0.0,0.4,,
333,0.0,,,
336,0.0,0.0,0.0,
341,0.25,,,
346,0.1111111111111111,0.1111111111111111,0.25,
349,0.0,0.0,,
