cluster,neuron,feature,category,category_fine,iou,feature_length,w_entail,w_neutral,w_contra
2,0,((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:with)) OR hyp:tok:sleeping) AND (NOT hyp:tok:to)),((((NOT oth) AND (hyp OR pre)) OR hyp) AND (NOT hyp)),((((NOT oth:overlap) AND (hyp:tok OR pre:tok)) OR hyp:tok) AND (NOT hyp:tok)),0.13723608445297505,7,-0.026803894,-0.017842982,0.02657936
2,6,((((hyp:tok:tall OR hyp:tok:they) OR hyp:tok:wearing) AND (NOT oth:overlap:overlap75)) OR hyp:tok:empty),((((hyp OR hyp) OR hyp) AND (NOT oth)) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) AND (NOT oth:overlap)) OR hyp:tok),0.10673443456162643,6,-0.06330322,0.022027269,0.009290368
2,8,(((((NOT pre:tok:for) AND hyp:tok:for) OR hyp:tok:tall) OR hyp:tok:after) OR hyp:tok:first),(((((NOT pre) AND hyp) OR hyp) OR hyp) OR hyp),(((((NOT pre:tok) AND hyp:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.17489421720733428,6,-0.015419302,0.023419263,0.00020886032
2,15,((((NOT oth:overlap:overlap50) AND (hyp:tok:seated OR hyp:tok:sitting)) AND (NOT pre:tok:table)) AND (NOT pre:tok:hand)),((((NOT oth) AND (hyp OR hyp)) AND (NOT pre)) AND (NOT pre)),((((NOT oth:overlap) AND (hyp:tok OR hyp:tok)) AND (NOT pre:tok)) AND (NOT pre:tok)),0.24199288256227758,8,-0.083393574,-0.05854521,0.086006
2,16,((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:outside) OR hyp:tok:outdoors) OR hyp:tok:tall),((((hyp OR hyp) OR hyp) OR hyp) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.18864908073541167,5,0.021715952,0.010245283,-0.042337667
2,70,((((hyp:tok:nobody OR hyp:tok:swimming) OR hyp:tok:empty) OR hyp:tok:nothing) OR hyp:tok:summer),((((hyp OR hyp) OR hyp) OR hyp) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.234375,5,-0.09529671,-0.019174349,0.051407162
2,71,((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:on)) OR hyp:tok:nobody) OR hyp:tok:driving),((((NOT oth) AND (hyp OR hyp)) OR hyp) OR hyp),((((NOT oth:overlap) AND (hyp:tok OR hyp:tok)) OR hyp:tok) OR hyp:tok),0.1499617444529457,6,0.0054669827,-0.04855686,0.022421855
2,89,((((NOT oth:overlap:overlap25) AND (hyp:tok:for OR pre:tok:sitting)) OR hyp:tok:tall) OR hyp:tok:son),((((NOT oth) AND (hyp OR pre)) OR hyp) OR hyp),((((NOT oth:overlap) AND (hyp:tok OR pre:tok)) OR hyp:tok) OR hyp:tok),0.14377682403433475,6,-0.05423548,0.0146743525,0.02409809
2,98,((((NOT oth:overlap:overlap75) AND (hyp:tok:running OR hyp:tok:swimming)) AND (NOT pre:tok:dog)) AND (NOT pre:tok:young)),((((NOT oth) AND (hyp OR hyp)) AND (NOT pre)) AND (NOT pre)),((((NOT oth:overlap) AND (hyp:tok OR hyp:tok)) AND (NOT pre:tok)) AND (NOT pre:tok)),0.19424460431654678,8,-0.099489525,-0.034887858,0.06074927
2,99,((((pre:tok:and AND pre:tok:green) OR pre:tok:helmet) AND oth:overlap:overlap25) OR pre:tok:cheerleading),((((pre AND pre) OR pre) AND oth) OR pre),((((pre:tok AND pre:tok) OR pre:tok) AND oth:overlap) OR pre:tok),0.07720588235294118,5,0.04324872,-0.028938415,-0.02054224
2,128,((((hyp:tok:nobody OR hyp:tok:sleeping) OR hyp:tok:swimming) OR hyp:tok:eating) OR hyp:tok:alone),((((hyp OR hyp) OR hyp) OR hyp) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.19234360410831,5,-0.03504766,0.0011632245,0.03370134
2,133,((((hyp:tok:indoors OR hyp:tok:inside) OR hyp:tok:bed) AND (NOT hyp:tok:on)) OR hyp:tok:inside),((((hyp OR hyp) OR hyp) AND (NOT hyp)) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) AND (NOT hyp:tok)) OR hyp:tok),0.19767441860465115,6,-0.124654494,-0.023740085,0.0875474
2,134,((((hyp:tok:black OR hyp:tok:in) OR hyp:tok:couch) OR hyp:tok:naked) AND (NOT pre:tok:one)),((((hyp OR hyp) OR hyp) OR hyp) AND (NOT pre)),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) AND (NOT pre:tok)),0.0758057194734453,6,-0.055121925,0.009036401,0.037555236
2,157,(((((NOT pre:tok:people) AND hyp:tok:for) OR hyp:tok:parade) OR hyp:tok:owner) AND (NOT pre:tok:two)),(((((NOT pre) AND hyp) OR hyp) OR hyp) AND (NOT pre)),(((((NOT pre:tok) AND hyp:tok) OR hyp:tok) OR hyp:tok) AND (NOT pre:tok)),0.09919028340080972,7,-0.031905655,0.026381474,-0.03206754
2,173,((((NOT pre:tok:running) AND (hyp:tok:driving OR hyp:tok:running)) OR hyp:tok:dancing) OR hyp:tok:moon),((((NOT pre) AND (hyp OR hyp)) OR hyp) OR hyp),((((NOT pre:tok) AND (hyp:tok OR hyp:tok)) OR hyp:tok) OR hyp:tok),0.12084063047285463,6,-0.0848472,-0.02079667,0.03485754
2,203,((((hyp:tok:laying OR hyp:tok:sleeping) OR hyp:tok:asleep) OR hyp:tok:sits) AND (NOT pre:tok:man)),((((hyp OR hyp) OR hyp) OR hyp) AND (NOT pre)),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) AND (NOT pre:tok)),0.13861386138613863,6,-0.0606484,-0.0085008275,0.058740616
2,257,((((hyp:tok:to AND oth:overlap:overlap75) OR hyp:tok:sad) OR hyp:tok:after) AND oth:overlap:overlap50),((((hyp AND oth) OR hyp) OR hyp) AND oth),((((hyp:tok AND oth:overlap) OR hyp:tok) OR hyp:tok) AND oth:overlap),0.14933333333333335,5,-0.040946458,0.051988572,0.0029148648
2,265,((((hyp:tok:people OR oth:overlap:overlap75) OR hyp:tok:there) AND (NOT hyp:tok:in)) AND (NOT hyp:tok:on)),((((hyp OR oth) OR hyp) AND (NOT hyp)) AND (NOT hyp)),((((hyp:tok OR oth:overlap) OR hyp:tok) AND (NOT hyp:tok)) AND (NOT hyp:tok)),0.157543391188251,7,0.027869869,-0.0029452231,-0.055176347
2,270,((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:inside)) OR hyp:tok:sitting) OR hyp:tok:driving),((((NOT oth) AND (hyp OR hyp)) OR hyp) OR hyp),((((NOT oth:overlap) AND (hyp:tok OR hyp:tok)) OR hyp:tok) OR hyp:tok),0.1316812439261419,6,-0.05994809,-0.01064529,0.030095972
2,280,((((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:wearing) OR hyp:tok:nobody) OR hyp:tok:person),((((hyp OR oth) OR hyp) OR hyp) OR hyp),((((hyp:tok OR oth:overlap) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.19100091827364554,5,0.017639183,-0.034171797,0.022389254
2,283,((((hyp:tok:for OR hyp:tok:his) OR hyp:tok:sad) OR hyp:tok:catch) OR hyp:tok:officer),((((hyp OR hyp) OR hyp) OR hyp) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.11209439528023599,5,-0.08616844,0.033621132,0.009632114
2,284,((((NOT pre:tok:people) AND (hyp:tok:people OR hyp:tok:standing)) OR hyp:tok:indoors) OR hyp:tok:human),((((NOT pre) AND (hyp OR hyp)) OR hyp) OR hyp),((((NOT pre:tok) AND (hyp:tok OR hyp:tok)) OR hyp:tok) OR hyp:tok),0.10365853658536585,6,0.0334192,0.022167513,-0.06520749
2,302,(((((NOT pre:tok:to) AND hyp:tok:to) OR hyp:tok:winning) AND (NOT pre:tok:at)) AND (NOT hyp:tok:next)),(((((NOT pre) AND hyp) OR hyp) AND (NOT pre)) AND (NOT hyp)),(((((NOT pre:tok) AND hyp:tok) OR hyp:tok) AND (NOT pre:tok)) AND (NOT hyp:tok)),0.14035087719298245,8,-0.052548073,0.031575426,0.004074775
2,362,((((hyp:tok:not OR hyp:tok:vehicle) OR hyp:tok:moving) OR hyp:tok:least) OR hyp:tok:activity),((((hyp OR hyp) OR hyp) OR hyp) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.13225806451612904,5,0.04064967,-0.026677672,-0.062031377
2,375,((((hyp:tok:nobody OR hyp:tok:not) OR hyp:tok:no) OR hyp:tok:nose) OR hyp:tok:anything),((((hyp OR hyp) OR hyp) OR hyp) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.20277777777777778,5,-0.006633075,-0.038335316,0.08920403
2,382,((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:tall) OR hyp:tok:their) OR hyp:tok:her),((((hyp OR hyp) OR hyp) OR hyp) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.22470053696819495,5,-0.02214479,0.024445377,0.007978243
2,386,((((hyp:tok:not OR hyp:tok:one) OR pre:tok:shop) OR hyp:tok:river) AND (NOT hyp:tok:another)),((((hyp OR hyp) OR pre) OR hyp) AND (NOT hyp)),((((hyp:tok OR hyp:tok) OR pre:tok) OR hyp:tok) AND (NOT hyp:tok)),0.12582781456953643,6,-0.07539061,0.013552467,0.060133383
2,390,((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:her) OR hyp:tok:his) OR hyp:tok:their),((((hyp OR hyp) OR hyp) OR hyp) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.21135097493036212,5,-0.044601567,0.03322322,0.010111784
2,392,((((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:outside) OR hyp:tok:near) OR hyp:tok:outdoors),((((hyp OR oth) OR hyp) OR hyp) OR hyp),((((hyp:tok OR oth:overlap) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.2265210608424337,5,0.018166529,-0.019916654,0.018581884
2,410,((((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:basketball) OR pre:tok:runs) OR hyp:tok:asleep),((((hyp OR hyp) OR hyp) OR pre) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) OR pre:tok) OR hyp:tok),0.12121212121212122,5,-0.05157393,-0.022735164,0.04110366
2,413,((((hyp:tok:basketball OR hyp:tok:driving) OR hyp:tok:chasing) OR hyp:tok:baseball) AND (NOT pre:tok:baseball)),((((hyp OR hyp) OR hyp) OR hyp) AND (NOT pre)),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) AND (NOT pre:tok)),0.09798270893371758,6,-0.010215712,-0.04609233,0.053386092
